SIM,Es,Mss,Md,Msl,Ms,Mf,Train_Acc [%],Val_Acc [%],Train_F1 [%],Val_F1 [%]
1558,35,3,9,3,0.9,sqrt,87.4431162616216,84.91015928515928,88.30290917219419,86.11693881568259
1559,35,3,9,3,0.9,log2,87.50005576340095,84.85301735301735,87.83801207380091,85.46080197068203
1560,35,3,10,1,0.7,sqrt,88.45387352860664,84.62493524993523,88.68355622440427,85.1545158396325
1561,35,3,10,1,0.7,log2,88.41126015147367,84.62493524993523,88.62740059729136,85.18150608839393
1562,35,3,10,1,0.9,sqrt,88.85258184546441,84.56811706811708,88.5510786160755,84.48467689060995
1563,35,3,10,1,0.9,log2,88.72443755006032,85.13775576275575,89.39163670121359,86.23762824856993
1564,35,3,10,3,0.7,sqrt,87.07292838965436,85.08093758093757,87.99971990982188,86.28796591022979
1565,35,3,10,3,0.7,log2,87.17264348936948,84.73905723905725,87.0262971233277,84.8171403423436
1566,35,3,10,3,0.9,sqrt,87.50005576340095,85.19473581973583,88.34455601725281,86.35433810848639
1567,35,3,10,3,0.9,log2,87.54272997333497,85.0807757057757,88.3853917013448,86.2757905221799
1568,35,3,11,1,0.7,sqrt,88.53937403047723,84.68240093240092,88.74295770561196,85.2857502966338
1569,35,3,11,1,0.7,log2,88.65328345043648,84.51097513597514,88.84512647691064,85.01425101897671
1570,35,3,11,1,0.9,sqrt,89.22273930103111,84.8533411033411,89.80341219488977,85.95203823213419
1571,35,3,11,1,0.9,log2,89.03765550384767,84.73938098938099,89.17295660527095,85.28838365498237
1572,35,3,11,3,0.7,sqrt,87.21535825450417,85.02363377363376,88.11104537432793,86.22002242126061
1573,35,3,11,3,0.7,log2,87.28650221532783,85.08077570577571,87.65203762007503,85.75684556195785
1574,35,3,11,3,0.9,sqrt,87.57128083462602,84.96697746697747,88.40973381959869,86.14852454951752
1575,35,3,11,3,0.9,log2,87.59973030791537,84.90983553483554,88.42418535803472,86.09383969875904
1576,35,3,12,1,0.7,sqrt,88.7813669130395,84.56827894327894,89.43684837108702,85.7222262282324
1577,35,3,12,1,0.7,log2,88.76711175999432,84.85301735301735,89.42012423768621,86.03994220785862
1578,35,3,12,1,0.9,sqrt,89.19425941134126,84.16958041958044,89.32129655645355,84.69187800135046
1579,35,3,12,1,0.9,log2,89.35087345763503,84.51129888629889,89.91782760120421,85.57736034880546
1580,35,3,12,3,0.7,sqrt,87.25804260323834,84.9099974099974,87.63903455543236,85.50258432647733
1581,35,3,12,3,0.7,log2,87.30074722957285,84.73921911421911,88.17519916231142,85.98090807912362
1582,35,3,12,3,0.9,sqrt,87.40042177408725,85.0239575239575,88.2545308754558,86.20478552812374
1583,35,3,12,3,0.9,log2,87.42892194137745,84.6820771820772,87.76999260525781,85.24109399238216
1584,35,3,13,1,0.7,sqrt,88.90952134724375,84.68240093240092,89.53728805900873,85.80760054129061
1585,35,3,13,1,0.7,log2,88.78138719063985,84.6820771820772,89.42395959586588,85.85559223154264
1586,35,3,13,1,0.9,sqrt,89.29389340065498,84.45415695415696,89.86760921114848,85.54255536108097
1587,35,3,13,1,0.9,log2,89.25120905192081,84.68240093240092,89.82400382668267,85.78710957908974
1588,35,3,13,3,0.7,sqrt,87.15840861392464,85.0241193991194,88.0729155255144,86.20757897883907
1589,35,3,13,3,0.7,log2,87.17262321176914,84.85285547785548,88.07809417939717,86.09605637448638
1590,35,3,13,3,0.9,sqrt,87.57124027942534,84.9099974099974,88.41566137557949,86.11584382992561
1591,35,3,13,3,0.9,log2,87.44312640042178,84.51097513597514,87.26924626077664,84.48109905797932
1592,35,3,14,1,0.7,sqrt,88.7813263578388,84.79636104636106,89.42062967010216,85.96764619943251
1593,35,3,14,1,0.7,log2,88.65325303403594,84.85301735301735,88.85331850405602,85.41513608214063
1594,35,3,14,1,0.9,sqrt,89.35086331883485,84.11292411292412,89.45851333341717,84.60643556954436
1595,35,3,14,1,0.9,log2,89.40781295941437,84.1124384874385,89.9706166069352,85.21051779462482
1596,35,3,14,3,0.7,sqrt,87.24384828299418,85.02379564879566,88.147494495147,86.2566178793088
1597,35,3,14,3,0.7,log2,87.20111324025915,85.30885780885781,88.10921873573383,86.52500095971718
1598,35,3,14,3,0.9,sqrt,87.52853565309081,84.85285547785548,88.37483887409388,86.07765206880129
1599,35,3,14,3,0.9,log2,87.75629366020826,85.1375938875939,88.56383590155771,86.33070226508828
1600,35,5,5,1,0.7,sqrt,86.83097606229279,84.6820771820772,87.82150533224431,85.99091215895429
1601,35,5,5,1,0.7,log2,86.7598016850686,84.79636104636106,87.76868146205116,86.10910668512857
1602,35,5,5,1,0.9,sqrt,87.01602944307571,85.47979797979798,87.96791266564277,86.63144727055962
